Q0105	COB	S000007270	F	transmembrane transporter activity	GO:0022857	ORF|Verified
Q0105	COB	S000007270	P	cellular respiration	GO:0045333	ORF|Verified
Q0105	COB	S000007270	P	generation of precursor metabolites and energy	GO:0006091	ORF|Verified
Q0105	COB	S000007270	P	nucleobase-containing small molecule metabolic process	GO:0055086	ORF|Verified
Q0110	BI2	S000007271	C	cytoplasm	GO:0005737	ORF|Verified
Q0110	BI2	S000007271	C	mitochondrion	GO:0005739	ORF|Verified
Q0110	BI2	S000007271	F	hydrolase activity	GO:0016787	ORF|Verified
Q0110	BI2	S000007271	F	nuclease activity	GO:0004518	ORF|Verified
Q0110	BI2	S000007271	P	RNA splicing	GO:0008380	ORF|Verified
Q0115	BI3	S000007272	C	cytoplasm	GO:0005737	ORF|Verified
Q0115	BI3	S000007272	C	mitochondrion	GO:0005739	ORF|Verified
Q0115	BI3	S000007272	F	RNA binding	GO:0003723	ORF|Verified
Q0115	BI3	S000007272	P	RNA splicing	GO:0008380	ORF|Verified
Q0120	BI4	S000007273	C	cytoplasm	GO:0005737	ORF|Verified
Q0120	BI4	S000007273	C	mitochondrion	GO:0005739	ORF|Verified
Q0120	BI4	S000007273	F	RNA binding	GO:0003723	ORF|Verified
Q0120	BI4	S000007273	P	RNA splicing	GO:0008380	ORF|Verified
Q0130	OLI1	S000007274	C	cytoplasm	GO:0005737	ORF|Verified
Q0130	OLI1	S000007274	C	membrane	GO:0016020	ORF|Verified
Q0130	OLI1	S000007274	C	mitochondrial envelope	GO:0005740	ORF|Verified
Q0130	OLI1	S000007274	C	mitochondrion	GO:0005739	ORF|Verified
Q0130	OLI1	S000007274	F	ATPase activity	GO:0016887	ORF|Verified
Q0130	OLI1	S000007274	F	hydrolase activity	GO:0016787	ORF|Verified
Q0130	OLI1	S000007274	F	transmembrane transporter activity	GO:0022857	ORF|Verified
Q0130	OLI1	S000007274	P	ion transport	GO:0006811	ORF|Verified
Q0130	OLI1	S000007274	P	nucleobase-containing small molecule metabolic process	GO:0055086	ORF|Verified
Q0130	OLI1	S000007274	P	transmembrane transport	GO:0055085	ORF|Verified
Q0140	VAR1	S000007275	C	cytoplasm	GO:0005737	ORF|Verified
Q0140	VAR1	S000007275	C	mitochondrion	GO:0005739	ORF|Verified
Q0140	VAR1	S000007275	C	ribosome	GO:0005840	ORF|Verified
Q0140	VAR1	S000007275	F	structural constituent of ribosome	GO:0003735	ORF|Verified
Q0140	VAR1	S000007275	F	structural molecule activity	GO:0005198	ORF|Verified
Q0140	VAR1	S000007275	P	mitochondrial translation	GO:0032543	ORF|Verified
Q0140	VAR1	S000007275	P	mitochondrion organization	GO:0007005	ORF|Verified
Q0142		S000007276	C	cellular_component	GO:0005575	ORF|Dubious
Q0142		S000007276	F	molecular_function	GO:0003674	ORF|Dubious
Q0142		S000007276	P	biological_process	GO:0008150	ORF|Dubious
Q0143		S000007277	C	cellular_component	GO:0005575	ORF|Dubious
Q0143		S000007277	F	molecular_function	GO:0003674	ORF|Dubious
Q0143		S000007277	P	biological_process	GO:0008150	ORF|Dubious
Q0144		S000007278	C	membrane	GO:0016020	ORF|Dubious
Q0144		S000007278	F	molecular_function	GO:0003674	ORF|Dubious
Q0144		S000007278	P	biological_process	GO:0008150	ORF|Dubious
Q0158	21S_RRNA	S000007288	C	cytoplasm	GO:0005737	rRNA_gene
Q0158	21S_RRNA	S000007288	C	mitochondrion	GO:0005739	rRNA_gene
Q0158	21S_RRNA	S000007288	C	ribosome	GO:0005840	rRNA_gene
Q0158	21S_RRNA	S000007288	F	structural constituent of ribosome	GO:0003735	rRNA_gene
Q0158	21S_RRNA	S000007288	F	structural molecule activity	GO:0005198	rRNA_gene
Q0158	21S_RRNA	S000007288	P	mitochondrial translation	GO:0032543	rRNA_gene
Q0158	21S_RRNA	S000007288	P	mitochondrion organization	GO:0007005	rRNA_gene
Q0158	21S_RRNA	S000007288	P	organelle assembly	GO:0070925	rRNA_gene
Q0158	21S_RRNA	S000007288	P	ribosome assembly	GO:0042255	rRNA_gene
Q0160	SCEI	S000007279	C	cytoplasm	GO:0005737	ORF|Verified
Q0160	SCEI	S000007279	C	mitochondrion	GO:0005739	ORF|Verified
Q0160	SCEI	S000007279	F	hydrolase activity	GO:0016787	ORF|Verified
Q0160	SCEI	S000007279	F	nuclease activity	GO:0004518	ORF|Verified
Q0160	SCEI	S000007279	P	DNA recombination	GO:0006310	ORF|Verified
Q0182		S000007280	C	cellular_component	GO:0005575	ORF|Dubious
Q0182		S000007280	F	molecular_function	GO:0003674	ORF|Dubious
Q0182		S000007280	P	biological_process	GO:0008150	ORF|Dubious
Q0250	COX2	S000007281	C	cytoplasm	GO:0005737	ORF|Verified
Q0250	COX2	S000007281	C	membrane	GO:0016020	ORF|Verified
Q0250	COX2	S000007281	C	mitochondrial envelope	GO:0005740	ORF|Verified
Q0250	COX2	S000007281	C	mitochondrion	GO:0005739	ORF|Verified
Q0250	COX2	S000007281	F	oxidoreductase activity	GO:0016491	ORF|Verified
Q0250	COX2	S000007281	F	transmembrane transporter activity	GO:0022857	ORF|Verified
Q0250	COX2	S000007281	P	cellular respiration	GO:0045333	ORF|Verified
Q0250	COX2	S000007281	P	generation of precursor metabolites and energy	GO:0006091	ORF|Verified
Q0250	COX2	S000007281	P	nucleobase-containing small molecule metabolic process	GO:0055086	ORF|Verified
Q0255		S000007282	C	cytoplasm	GO:0005737	ORF|Uncharacterized
Q0255		S000007282	C	mitochondrion	GO:0005739	ORF|Uncharacterized
Q0255		S000007282	F	molecular_function	GO:0003674	ORF|Uncharacterized
Q0255		S000007282	P	biological_process	GO:0008150	ORF|Uncharacterized
Q0275	COX3	S000007283	C	cytoplasm	GO:0005737	ORF|Verified
Q0275	COX3	S000007283	C	membrane	GO:0016020	ORF|Verified
Q0275	COX3	S000007283	C	mitochondrial envelope	GO:0005740	ORF|Verified
Q0275	COX3	S000007283	C	mitochondrion	GO:0005739	ORF|Verified
Q0275	COX3	S000007283	F	oxidoreductase activity	GO:0016491	ORF|Verified
Q0275	COX3	S000007283	F	transmembrane transporter activity	GO:0022857	ORF|Verified
Q0275	COX3	S000007283	P	cellular respiration	GO:0045333	ORF|Verified
Q0275	COX3	S000007283	P	generation of precursor metabolites and energy	GO:0006091	ORF|Verified
Q0275	COX3	S000007283	P	nucleobase-containing small molecule metabolic process	GO:0055086	ORF|Verified
Q0285	RPM1	S000029023	C	cytoplasm	GO:0005737	ncRNA_gene
Q0285	RPM1	S000029023	C	mitochondrion	GO:0005739	ncRNA_gene
Q0285	RPM1	S000029023	F	hydrolase activity	GO:0016787	ncRNA_gene
Q0285	RPM1	S000029023	F	nuclease activity	GO:0004518	ncRNA_gene
Q0285	RPM1	S000029023	P	tRNA processing	GO:0008033	ncRNA_gene
Q0297		S000007284	C	cellular_component	GO:0005575	ORF|Dubious
Q0297		S000007284	F	molecular_function	GO:0003674	ORF|Dubious
Q0297		S000007284	P	biological_process	GO:0008150	ORF|Dubious
R0010W	FLP1	S000029654	C	cellular_component	GO:0005575	ORF|Verified
R0010W	FLP1	S000029654	F	DNA binding	GO:0003677	ORF|Verified
R0010W	FLP1	S000029654	P	DNA recombination	GO:0006310	ORF|Verified
R0020C	REP1	S000029675	C	nucleus	GO:0005634	ORF|Verified
R0020C	REP1	S000029675	F	molecular_function	GO:0003674	ORF|Verified
R0020C	REP1	S000029675	P	other		ORF|Verified
R0030W	RAF1	S000029674	C	nucleus	GO:0005634	ORF|Verified
R0030W	RAF1	S000029674	F	molecular_function	GO:0003674	ORF|Verified
R0030W	RAF1	S000029674	P	other		ORF|Verified
R0040C	REP2	S000029676	C	nucleus	GO:0005634	ORF|Verified
R0040C	REP2	S000029676	F	molecular_function	GO:0003674	ORF|Verified
R0040C	REP2	S000029676	P	other		ORF|Verified
RDN18-1	RDN18-1	S000006482	C	cytoplasm	GO:0005737	rRNA_gene
RDN18-1	RDN18-1	S000006482	C	ribosome	GO:0005840	rRNA_gene
RDN18-1	RDN18-1	S000006482	F	structural constituent of ribosome	GO:0003735	rRNA_gene
RDN18-1	RDN18-1	S000006482	F	structural molecule activity	GO:0005198	rRNA_gene
RDN18-1	RDN18-1	S000006482	P	cytoplasmic translation	GO:0002181	rRNA_gene
RDN18-1	RDN18-1	S000006482	P	translational initiation	GO:0006413	rRNA_gene
RDN18-2	RDN18-2	S000006483	C	cytoplasm	GO:0005737	rRNA_gene
RDN18-2	RDN18-2	S000006483	C	ribosome	GO:0005840	rRNA_gene
RDN18-2	RDN18-2	S000006483	F	structural constituent of ribosome	GO:0003735	rRNA_gene
RDN18-2	RDN18-2	S000006483	F	structural molecule activity	GO:0005198	rRNA_gene
RDN18-2	RDN18-2	S000006483	P	cytoplasmic translation	GO:0002181	rRNA_gene
RDN18-2	RDN18-2	S000006483	P	translational initiation	GO:0006413	rRNA_gene
RDN25-1	RDN25-1	S000006484	C	cytoplasm	GO:0005737	rRNA_gene
RDN25-1	RDN25-1	S000006484	C	ribosome	GO:0005840	rRNA_gene
RDN25-1	RDN25-1	S000006484	F	structural constituent of ribosome	GO:0003735	rRNA_gene
RDN25-1	RDN25-1	S000006484	F	structural molecule activity	GO:0005198	rRNA_gene
RDN25-1	RDN25-1	S000006484	P	protein folding	GO:0006457	rRNA_gene
RDN25-1	RDN25-1	S000006484	P	regulation of translation	GO:0006417	rRNA_gene
RDN25-1	RDN25-1	S000006484	P	translational elongation	GO:0006414	rRNA_gene
RDN25-2	RDN25-2	S000006485	C	cytoplasm	GO:0005737	rRNA_gene
RDN25-2	RDN25-2	S000006485	C	ribosome	GO:0005840	rRNA_gene
RDN25-2	RDN25-2	S000006485	F	structural constituent of ribosome	GO:0003735	rRNA_gene
RDN25-2	RDN25-2	S000006485	F	structural molecule activity	GO:0005198	rRNA_gene
RDN25-2	RDN25-2	S000006485	P	protein folding	GO:0006457	rRNA_gene
RDN25-2	RDN25-2	S000006485	P	regulation of translation	GO:0006417	rRNA_gene
RDN25-2	RDN25-2	S000006485	P	translational elongation	GO:0006414	rRNA_gene
RDN5-1	RDN5-1	S000006479	C	cytoplasm	GO:0005737	rRNA_gene
RDN5-1	RDN5-1	S000006479	C	ribosome	GO:0005840	rRNA_gene
RDN5-1	RDN5-1	S000006479	F	structural constituent of ribosome	GO:0003735	rRNA_gene
RDN5-1	RDN5-1	S000006479	F	structural molecule activity	GO:0005198	rRNA_gene
RDN5-1	RDN5-1	S000006479	P	cytoplasmic translation	GO:0002181	rRNA_gene
RDN5-2	RDN5-2	S000006480	C	cytoplasm	GO:0005737	rRNA_gene
RDN5-2	RDN5-2	S000006480	C	ribosome	GO:0005840	rRNA_gene
RDN5-2	RDN5-2	S000006480	F	structural constituent of ribosome	GO:0003735	rRNA_gene
RDN5-2	RDN5-2	S000006480	F	structural molecule activity	GO:0005198	rRNA_gene
RDN5-2	RDN5-2	S000006480	P	cytoplasmic translation	GO:0002181	rRNA_gene
RDN5-3	RDN5-3	S000006481	C	cytoplasm	GO:0005737	rRNA_gene
RDN5-3	RDN5-3	S000006481	C	ribosome	GO:0005840	rRNA_gene
RDN5-3	RDN5-3	S000006481	F	structural constituent of ribosome	GO:0003735	rRNA_gene
RDN5-3	RDN5-3	S000006481	F	structural molecule activity	GO:0005198	rRNA_gene
RDN5-3	RDN5-3	S000006481	P	cytoplasmic translation	GO:0002181	rRNA_gene
RDN5-4	RDN5-4	S000029708	C	cytoplasm	GO:0005737	rRNA_gene
RDN5-4	RDN5-4	S000029708	C	ribosome	GO:0005840	rRNA_gene
RDN5-4	RDN5-4	S000029708	F	structural constituent of ribosome	GO:0003735	rRNA_gene
RDN5-4	RDN5-4	S000029708	F	structural molecule activity	GO:0005198	rRNA_gene
RDN5-4	RDN5-4	S000029708	P	cytoplasmic translation	GO:0002181	rRNA_gene
RDN5-5	RDN5-5	S000029710	C	cytoplasm	GO:0005737	rRNA_gene
RDN5-5	RDN5-5	S000029710	C	ribosome	GO:0005840	rRNA_gene
RDN5-5	RDN5-5	S000029710	F	structural constituent of ribosome	GO:0003735	rRNA_gene
RDN5-5	RDN5-5	S000029710	F	structural molecule activity	GO:0005198	rRNA_gene
RDN5-5	RDN5-5	S000029710	P	cytoplasmic translation	GO:0002181	rRNA_gene
RDN5-6	RDN5-6	S000029711	C	cytoplasm	GO:0005737	rRNA_gene
RDN5-6	RDN5-6	S000029711	C	ribosome	GO:0005840	rRNA_gene
RDN5-6	RDN5-6	S000029711	F	structural constituent of ribosome	GO:0003735	rRNA_gene
RDN5-6	RDN5-6	S000029711	F	structural molecule activity	GO:0005198	rRNA_gene
RDN5-6	RDN5-6	S000029711	P	cytoplasmic translation	GO:0002181	rRNA_gene
RDN58-1	RDN58-1	S000006488	C	cytoplasm	GO:0005737	rRNA_gene
RDN58-1	RDN58-1	S000006488	C	ribosome	GO:0005840	rRNA_gene
RDN58-1	RDN58-1	S000006488	F	structural constituent of ribosome	GO:0003735	rRNA_gene
RDN58-1	RDN58-1	S000006488	F	structural molecule activity	GO:0005198	rRNA_gene
RDN58-1	RDN58-1	S000006488	P	cytoplasmic translation	GO:0002181	rRNA_gene
RDN58-2	RDN58-2	S000006489	C	cytoplasm	GO:0005737	rRNA_gene
RDN58-2	RDN58-2	S000006489	C	ribosome	GO:0005840	rRNA_gene
RDN58-2	RDN58-2	S000006489	F	structural constituent of ribosome	GO:0003735	rRNA_gene
RDN58-2	RDN58-2	S000006489	F	structural molecule activity	GO:0005198	rRNA_gene
RDN58-2	RDN58-2	S000006489	P	cytoplasmic translation	GO:0002181	rRNA_gene
RNA170	RNA170	S000114171	C	cellular_component	GO:0005575	ncRNA_gene
RNA170	RNA170	S000114171	F	molecular_function	GO:0003674	ncRNA_gene
RNA170	RNA170	S000114171	P	biological_process	GO:0008150	ncRNA_gene
RPR1	RPR1	S000006490	C	nucleolus	GO:0005730	ncRNA_gene
RPR1	RPR1	S000006490	C	nucleus	GO:0005634	ncRNA_gene
RPR1	RPR1	S000006490	F	hydrolase activity	GO:0016787	ncRNA_gene
RPR1	RPR1	S000006490	F	nuclease activity	GO:0004518	ncRNA_gene
RPR1	RPR1	S000006490	P	snoRNA processing	GO:0043144	ncRNA_gene
RPR1	RPR1	S000006490	P	tRNA processing	GO:0008033	ncRNA_gene
RUF20	RUF20	S000130127	C	cellular_component	GO:0005575	ncRNA_gene
RUF20	RUF20	S000130127	F	molecular_function	GO:0003674	ncRNA_gene
RUF20	RUF20	S000130127	P	biological_process	GO:0008150	ncRNA_gene
RUF21	RUF21	S000130129	C	cellular_component	GO:0005575	ncRNA_gene
RUF21	RUF21	S000130129	F	molecular_function	GO:0003674	ncRNA_gene
RUF21	RUF21	S000130129	P	biological_process	GO:0008150	ncRNA_gene
RUF22	RUF22	S000130131	C	cellular_component	GO:0005575	ncRNA_gene
RUF22	RUF22	S000130131	F	molecular_function	GO:0003674	ncRNA_gene
RUF22	RUF22	S000130131	P	biological_process	GO:0008150	ncRNA_gene
RUF23	RUF23	S000130133	C	cellular_component	GO:0005575	ncRNA_gene
RUF23	RUF23	S000130133	F	molecular_function	GO:0003674	ncRNA_gene
RUF23	RUF23	S000130133	P	biological_process	GO:0008150	ncRNA_gene
RUF5-1	RUF5-1	S000028470	C	cellular_component	GO:0005575	ncRNA_gene
RUF5-1	RUF5-1	S000028470	F	molecular_function	GO:0003674	ncRNA_gene
RUF5-1	RUF5-1	S000028470	P	biological_process	GO:0008150	ncRNA_gene
RUF5-2	RUF5-2	S000028474	C	cellular_component	GO:0005575	ncRNA_gene
RUF5-2	RUF5-2	S000028474	F	molecular_function	GO:0003674	ncRNA_gene
RUF5-2	RUF5-2	S000028474	P	biological_process	GO:0008150	ncRNA_gene
SCR1	SCR1	S000006491	C	cytoplasm	GO:0005737	ncRNA_gene
SCR1	SCR1	S000006491	F	molecular_function	GO:0003674	ncRNA_gene
SCR1	SCR1	S000006491	P	protein targeting	GO:0006605	ncRNA_gene
SCR1	SCR1	S000006491	P	transmembrane transport	GO:0055085	ncRNA_gene
SRG1	SRG1	S000029010	C	nucleus	GO:0005634	ncRNA_gene
SRG1	SRG1	S000029010	F	molecular_function	GO:0003674	ncRNA_gene
SRG1	SRG1	S000029010	P	other		ncRNA_gene
YAL001C	TFC3	S000000001	C	chromosome	GO:0005694	ORF|Verified
YAL001C	TFC3	S000000001	C	cytoplasm	GO:0005737	ORF|Verified
YAL001C	TFC3	S000000001	C	mitochondrion	GO:0005739	ORF|Verified
YAL001C	TFC3	S000000001	C	nucleus	GO:0005634	ORF|Verified
YAL001C	TFC3	S000000001	F	DNA binding	GO:0003677	ORF|Verified
YAL001C	TFC3	S000000001	F	nucleic acid binding transcription factor activity	GO:0001071	ORF|Verified
YAL001C	TFC3	S000000001	F	transcription factor activity, protein binding	GO:0000988	ORF|Verified
YAL001C	TFC3	S000000001	P	transcription from RNA polymerase III promoter	GO:0006383	ORF|Verified
YAL002W	VPS8	S000000002	C	cytoplasm	GO:0005737	ORF|Verified
YAL002W	VPS8	S000000002	C	endomembrane system	GO:0012505	ORF|Verified
YAL002W	VPS8	S000000002	C	membrane	GO:0016020	ORF|Verified
YAL002W	VPS8	S000000002	C	vacuole	GO:0005773	ORF|Verified
YAL002W	VPS8	S000000002	F	enzyme binding	GO:0019899	ORF|Verified
YAL002W	VPS8	S000000002	P	endosomal transport	GO:0016197	ORF|Verified
YAL002W	VPS8	S000000002	P	protein targeting	GO:0006605	ORF|Verified
YAL003W	EFB1	S000000003	C	cytoplasm	GO:0005737	ORF|Verified
YAL003W	EFB1	S000000003	F	guanyl-nucleotide exchange factor activity	GO:0005085	ORF|Verified
YAL003W	EFB1	S000000003	P	cytoskeleton organization	GO:0007010	ORF|Verified
YAL003W	EFB1	S000000003	P	regulation of organelle organization	GO:0033043	ORF|Verified
YAL003W	EFB1	S000000003	P	regulation of translation	GO:0006417	ORF|Verified
YAL003W	EFB1	S000000003	P	translational elongation	GO:0006414	ORF|Verified
YAL004W		S000002136	C	cellular_component	GO:0005575	ORF|Dubious
YAL004W		S000002136	F	molecular_function	GO:0003674	ORF|Dubious
YAL004W		S000002136	P	biological_process	GO:0008150	ORF|Dubious
YAL005C	SSA1	S000000004	C	cell wall	GO:0005618	ORF|Verified
YAL005C	SSA1	S000000004	C	cytoplasm	GO:0005737	ORF|Verified
YAL005C	SSA1	S000000004	C	membrane	GO:0016020	ORF|Verified
YAL005C	SSA1	S000000004	C	nucleus	GO:0005634	ORF|Verified
YAL005C	SSA1	S000000004	C	plasma membrane	GO:0005886	ORF|Verified
YAL005C	SSA1	S000000004	C	vacuole	GO:0005773	ORF|Verified
YAL005C	SSA1	S000000004	F	ATPase activity	GO:0016887	ORF|Verified
YAL005C	SSA1	S000000004	F	RNA binding	GO:0003723	ORF|Verified
YAL005C	SSA1	S000000004	F	hydrolase activity	GO:0016787	ORF|Verified
YAL005C	SSA1	S000000004	F	unfolded protein binding	GO:0051082	ORF|Verified
YAL005C	SSA1	S000000004	P	cytoplasmic translation	GO:0002181	ORF|Verified
YAL005C	SSA1	S000000004	P	mitochondrion organization	GO:0007005	ORF|Verified
YAL005C	SSA1	S000000004	P	nuclear transport	GO:0051169	ORF|Verified
YAL005C	SSA1	S000000004	P	protein folding	GO:0006457	ORF|Verified
YAL005C	SSA1	S000000004	P	protein modification by small protein conjugation or removal	GO:0070647	ORF|Verified
YAL005C	SSA1	S000000004	P	protein targeting	GO:0006605	ORF|Verified
YAL005C	SSA1	S000000004	P	transmembrane transport	GO:0055085	ORF|Verified
YAL007C	ERP2	S000000005	C	cytoplasm	GO:0005737	ORF|Verified
